end,parent,service,meter,start,key,unit,quantity
2014-11-09T00:00:00,2330002,Electricity,300455,2014-10-12T00:00:00,1,kwh,7840.0
2014-11-09T00:00:00,2330002,Electricity,300455,2014-10-12T00:00:00,2,kw,50.0
2014-11-13T00:00:00,2330002,Electricity,,2014-10-16T00:00:00,3,kwh,78.0
2014-10-12T00:00:00,2340001,Electricity,177755,2014-09-13T00:00:00,1,kwh,741.0
2014-10-12T00:00:00,2340001,Electricity,177755,2014-09-13T00:00:00,2,kw,0.0
2014-10-16T00:00:00,2340001,Electricity,,2014-09-16T00:00:00,3,kwh,72.0
2014-08-14T00:00:00,2340002,Electricity,177755,2014-07-14T00:00:00,1,kwh,934.0
2014-08-14T00:00:00,2340002,Electricity,177755,2014-07-14T00:00:00,2,kw,0.0
2014-08-18T00:00:00,2340002,Electricity,,2014-07-17T00:00:00,3,kwh,30.0
2012-12-13T00:00:00,2340003,Electricity,300455,2012-11-12T00:00:00,1,kwh,12360.0
2012-12-13T00:00:00,2340003,Electricity,300455,2012-11-12T00:00:00,2,kw,86.0
2012-12-17T00:00:00,2340003,Electricity,,2012-11-15T00:00:00,3,kwh,87.0
2014-10-23T00:00:00,2340004,Electricity,51072,2014-09-22T00:00:00,1,kwh,47.0
2012-10-24T00:00:00,2340005,Electricity,104409,2012-09-25T00:00:00,1,kwh,4900.0
2013-04-14T00:00:00,2350001,Electricity,177755,2013-03-13T00:00:00,1,kwh,956.0
2013-04-14T00:00:00,2350001,Electricity,177755,2013-03-13T00:00:00,2,kw,0.0
2013-04-17T00:00:00,2350001,Electricity,,2013-03-18T00:00:00,3,kwh,54.0
2013-01-11T00:00:00,2350002,Electricity,177755,2012-12-13T00:00:00,1,kwh,429.0
2013-01-11T00:00:00,2350002,Electricity,177755,2012-12-13T00:00:00,2,kw,0.0
2013-01-18T00:00:00,2350002,Electricity,,2012-12-17T00:00:00,3,kwh,47.0
2014-07-24T00:00:00,2350003,Electricity,25583,2014-06-24T00:00:00,1,kwh,15.0
2013-11-26T00:00:00,2350004,Electricity,104409,2013-10-24T00:00:00,1,kwh,6500.0
2012-07-24T00:00:00,2350005,Electricity,25583,2012-06-23T00:00:00,1,kwh,16.0
2012-06-24T00:00:00,2350006,Electricity,51072,2012-05-25T00:00:00,1,kwh,65.0
2014-09-09T00:00:00,2350007,Electricity,2819661,2014-08-09T00:00:00,1,kwh,7920.0
2014-09-09T00:00:00,2350007,Electricity,2819661,2014-08-09T00:00:00,2,kw,67.0
2014-09-09T00:00:00,2350007,Natural Gas,614366,2014-08-10T00:00:00,3,therm,26.0
2014-09-08T00:00:00,2350008,Electricity,97352019,2014-08-07T00:00:00,1,kwh,668.0
2014-09-08T00:00:00,2350008,Electricity,97352019,2014-08-07T00:00:00,2,kw,0.0
2013-05-13T00:00:00,2350009,Electricity,3434444,2013-04-13T00:00:00,1,kwh,4200.0
2013-05-13T00:00:00,2350009,Electricity,3434444,2013-04-13T00:00:00,2,kw,30.0
2014-06-24T00:00:00,2360001,Electricity,51072,2014-05-24T00:00:00,1,kwh,52.0
2013-04-24T00:00:00,2360002,Electricity,104409,2013-03-25T00:00:00,1,kwh,4800.0
2013-03-25T00:00:00,2360003,Electricity,51072,2013-02-22T00:00:00,1,kwh,47.0
2013-02-23T00:00:00,2360004,Electricity,25583,2013-01-22T00:00:00,1,kwh,0.0
2012-12-24T00:00:00,2360005,Electricity,104409,2012-11-26T00:00:00,1,kwh,6000.0
2012-09-25T00:00:00,2360006,Electricity,104409,2012-08-23T00:00:00,1,kwh,6600.0
2014-07-12T00:00:00,2360007,Electricity,2819661,2014-06-11T00:00:00,1,kwh,8160.0
2014-07-12T00:00:00,2360007,Electricity,2819661,2014-06-11T00:00:00,2,kw,50.0
2014-07-10T00:00:00,2360007,Natural Gas,614366,2014-06-10T00:00:00,3,therm,33.0
2014-11-19T00:00:00,2360008,Electricity,3625839,2014-10-21T00:00:00,1,kw,6280.0
2014-11-19T00:00:00,2360008,Electricity,3625839,2014-10-21T00:00:00,2,kw,22.0
2014-10-21T00:00:00,2360009,Electricity,88642678,2014-09-22T00:00:00,1,kwh,37.0
2013-04-23T00:00:00,2360010,Natural Gas,682469,2013-03-24T00:00:00,1,therm,537.0
2014-09-08T00:00:00,2360011,Electricity,3605851,2014-08-09T00:00:00,1,kwh,23760.0
2014-09-08T00:00:00,2360011,Electricity,3605851,2014-08-09T00:00:00,2,kw,98.0
2014-08-07T00:00:00,2360012,Electricity,97352019,2014-07-09T00:00:00,1,kwh,607.0
2014-08-07T00:00:00,2360012,Electricity,97352019,2014-07-09T00:00:00,2,kw,0.0
2014-01-09T00:00:00,2360013,Electricity,97352019,2013-12-08T00:00:00,1,kwh,680.0
2014-01-09T00:00:00,2360013,Electricity,97352019,2013-12-08T00:00:00,2,kw,0.0
2014-01-09T00:00:00,2360014,Electricity,95507854,2013-12-08T00:00:00,1,kwh,543.0
2014-01-09T00:00:00,2360014,Electricity,95507854,2013-12-08T00:00:00,2,kw,0.0
2013-05-13T00:00:00,2360015,Electricity,3434444,2013-04-13T00:00:00,1,kwh,4200.0
2013-05-13T00:00:00,2360015,Electricity,3434444,2013-04-13T00:00:00,2,kw,30.0
2013-05-25T00:00:00,2370001,Electricity,51072,2013-04-24T00:00:00,1,kwh,70.0
2013-01-22T00:00:00,2370002,Electricity,25583,2012-12-24T00:00:00,1,kwh,0.0
2012-10-08T00:00:00,2370003,Electricity,2819661,2012-09-08T00:00:00,1,kwh,7200.0
2012-10-08T00:00:00,2370003,Electricity,2819661,2012-09-08T00:00:00,2,kw,14.13
2012-10-08T00:00:00,2370003,Natural Gas,614366,2012-09-09T00:00:00,3,therm,302.0
2012-10-08T00:00:00,2370003,Electricity,2819661,2012-09-08T00:00:00,4,kw,38.87
2012-09-08T00:00:00,2370004,Electricity,2819661,2012-08-08T00:00:00,1,kwh,12720.0
2012-09-08T00:00:00,2370004,Electricity,2819661,2012-08-08T00:00:00,2,kw,74.02
2012-09-09T00:00:00,2370004,Natural Gas,614366,2012-08-08T00:00:00,3,therm,32.0
2013-05-22T00:00:00,2370005,Electricity,3565913,2013-04-23T00:00:00,1,kwh,15840.0
2013-05-22T00:00:00,2370005,Electricity,3565913,2013-04-23T00:00:00,2,kw,51.0
2013-05-22T00:00:00,2370005,Natural Gas,20293093,2013-04-23T00:00:00,3,therm,324.0
2013-03-24T00:00:00,2370006,Natural Gas,682469,2013-02-21T00:00:00,1,therm,826.0
2012-08-21T00:00:00,2370007,Electricity,3625839,2012-07-23T00:00:00,1,kwh,6480.0
2012-08-21T00:00:00,2370007,Electricity,3625839,2012-07-23T00:00:00,2,kw,30.0
2014-02-08T00:00:00,2370008,Electricity,3605851,2014-01-10T00:00:00,1,kwh,15360.0
2014-02-08T00:00:00,2370008,Electricity,3605851,2014-01-10T00:00:00,2,kw,65.0
2014-02-09T00:00:00,2370009,Electricity,97352019,2014-01-09T00:00:00,1,kwh,639.0
2014-02-09T00:00:00,2370009,Electricity,97352019,2014-01-09T00:00:00,2,kw,0.0
2014-02-10T00:00:00,2380001,Electricity,2819661,2014-01-11T00:00:00,1,kwh,10560.0
2014-02-10T00:00:00,2380001,Electricity,2819661,2014-01-11T00:00:00,2,kw,42.0
2014-02-10T00:00:00,2380001,Natural Gas,614366,2014-01-12T00:00:00,3,therm,5375.0
2014-02-24T00:00:00,2380002,Electricity,3565913,2014-01-25T00:00:00,1,kwh,28640.0
2014-02-24T00:00:00,2380002,Electricity,3565913,2014-01-25T00:00:00,2,kw,67.0
2014-02-24T00:00:00,2380002,Natural Gas,20293093,2014-01-23T00:00:00,3,therm,5233.0
2014-09-22T00:00:00,2380003,Natural Gas,898494,2014-08-21T00:00:00,1,therm,4.0
2013-01-23T00:00:00,2380004,Natural Gas,898494,2012-12-20T00:00:00,1,therm,284.0
2013-05-22T00:00:00,2380005,Natural Gas,898494,2013-04-23T00:00:00,1,therm,34.0
2014-01-25T00:00:00,2390001,Electricity,3625839,2013-12-21T00:00:00,1,kwh,9240.0
2014-01-25T00:00:00,2390001,Electricity,3625839,2013-12-21T00:00:00,2,kw,28.0
2013-03-10T00:00:00,2400001,Electricity,97352019,2013-02-07T00:00:00,1,kwh,429.0
2013-03-10T00:00:00,2400001,Electricity,97352019,2013-02-07T00:00:00,2,kw,0.0
2012-09-08T00:00:00,2400002,Electricity,3605851,2012-08-07T00:00:00,1,kwh,29040.0
2012-09-08T00:00:00,2400002,Electricity,3605851,2012-08-07T00:00:00,2,kw,127.0
2012-09-06T00:00:00,2400003,Electricity,97352019,2012-08-07T00:00:00,1,kwh,328.0
2012-09-06T00:00:00,2400003,Electricity,97352019,2012-08-07T00:00:00,2,kw,0.0
2014-10-20T00:00:00,2400004,Natural Gas,448033,2014-09-21T00:00:00,1,therm,46.0
2014-10-20T00:00:00,2400004,Natural Gas,992980,2014-09-21T00:00:00,2,therm,82.0
2014-10-20T00:00:00,2400004,Electricity,49520268,2014-09-21T00:00:00,3,kwh,2088.0
2014-10-20T00:00:00,2400004,Electricity,98039604,2014-09-21T00:00:00,4,kwh,1158.0
2014-10-20T00:00:00,2400004,Natural Gas,497267,2014-09-21T00:00:00,5,therm,60.0
2014-10-20T00:00:00,2400004,Electricity,3470041,2014-09-21T00:00:00,6,kwh,43.0
2014-10-20T00:00:00,2400004,Electricity,3470041,2014-09-21T00:00:00,7,kw,0.0
2013-04-22T00:00:00,2400005,Natural Gas,448033,2013-03-21T00:00:00,1,therm,483.0
2013-04-22T00:00:00,2400005,Natural Gas,992980,2013-03-21T00:00:00,2,therm,259.0
2013-04-22T00:00:00,2400005,Electricity,49520268,2013-03-21T00:00:00,3,kwh,2982.0
2013-04-22T00:00:00,2400005,Electricity,98039604,2013-03-21T00:00:00,4,kwh,828.0
2013-04-22T00:00:00,2400005,Natural Gas,497267,2013-03-21T00:00:00,5,therm,400.0
2013-04-22T00:00:00,2400005,Electricity,3470041,2013-03-21T00:00:00,6,kwh,2089.0
2013-04-22T00:00:00,2400005,Electricity,3470041,2013-03-21T00:00:00,7,kw,3.0
2013-05-18T00:00:00,2400006,Electricity,900128,2013-04-20T00:00:00,1,kwh,160.0
2013-01-01T00:00:00,2400007,Electricity,8204,2012-12-01T00:00:00,1,kwh,4.0
2012-10-17T00:00:00,2400008,Water,,2012-09-13T00:00:00,1,gallon,2.0
2014-01-30T00:00:00,2400009,Water,,2013-12-31T00:00:00,1,gallon,18.0
2012-06-26T00:00:00,2400010,Electricity,112738,2012-05-25T00:00:00,1,kwh,1064.0
2014-08-21T00:00:00,2400011,Electricity,112738,2014-07-23T00:00:00,1,kwh,735.0
2013-02-09T00:00:00,2410001,Electricity,3626054,2013-01-09T00:00:00,1,kwh,3291.0
2013-02-09T00:00:00,2410001,Electricity,3626054,2013-01-09T00:00:00,2,kw,9.0
2012-10-10T00:00:00,2410002,Electricity,3434444,2012-09-11T00:00:00,1,kwh,3600.0
2012-10-10T00:00:00,2410002,Electricity,3434444,2012-09-11T00:00:00,2,kw,19.66
2012-10-10T00:00:00,2410002,Electricity,3434444,2012-09-11T00:00:00,3,kw,10.34
2013-11-18T00:00:00,2410003,Natural Gas,448033,2013-10-20T00:00:00,1,therm,398.0
2013-11-18T00:00:00,2410003,Natural Gas,992980,2013-10-20T00:00:00,2,therm,228.0
2013-11-18T00:00:00,2410003,Electricity,49520268,2013-10-20T00:00:00,3,kwh,1633.0
2013-11-18T00:00:00,2410003,Electricity,98039604,2013-10-20T00:00:00,4,kwh,756.0
2013-11-18T00:00:00,2410003,Natural Gas,497267,2013-10-20T00:00:00,5,therm,318.0
2013-11-18T00:00:00,2410003,Electricity,3470041,2013-10-20T00:00:00,6,kwh,342.0
2013-11-18T00:00:00,2410003,Electricity,3470041,2013-10-20T00:00:00,7,kw,3.0
2012-11-18T00:00:00,2410004,Electricity,900128,2012-10-20T00:00:00,1,kwh,160.0
2014-10-01T00:00:00,2410005,Electricity,4557,2014-09-01T00:00:00,1,kwh,2320.0
2014-10-30T00:00:00,2410006,Water,,2014-09-30T00:00:00,1,gallon,13.0
2012-10-30T00:00:00,2410007,Water,,2012-10-02T00:00:00,1,gallon,21.0
2012-10-02T00:00:00,2410008,Water,,2012-08-31T00:00:00,1,gallon,34.0
2014-01-08T00:00:00,2410009,Water,,2013-10-07T00:00:00,1,gallon,22.0
2013-04-08T00:00:00,2410010,Water,,2013-01-08T00:00:00,1,gallon,6.0
2014-02-24T00:00:00,2410011,Electricity,111107,2014-01-27T00:00:00,1,kwh,31.0
2013-05-23T00:00:00,2410012,Electricity,112738,2013-04-24T00:00:00,1,kwh,1707.0
2012-06-26T00:00:00,2410013,Electricity,111107,2012-05-25T00:00:00,1,kwh,1.0
2014-12-19T00:00:00,2410014,Electricity,110864,2014-11-21T00:00:00,1,kwh,7133.0
2012-09-06T00:00:00,2420001,Electricity,95507854,2012-08-07T00:00:00,1,kwh,121.0
2012-09-06T00:00:00,2420001,Electricity,95507854,2012-08-07T00:00:00,2,kw,0.0
2012-08-07T00:00:00,2430001,Electricity,3626054,2012-07-09T00:00:00,1,kwh,2919.0
2012-08-07T00:00:00,2430001,Electricity,3626054,2012-07-09T00:00:00,2,kw,13.0
2014-01-22T00:00:00,2430002,Natural Gas,448033,2013-12-19T00:00:00,1,therm,1051.0
2014-01-22T00:00:00,2430002,Natural Gas,992980,2013-12-19T00:00:00,2,therm,565.0
2014-01-22T00:00:00,2430002,Electricity,49520268,2013-12-19T00:00:00,3,kwh,3774.0
2014-01-22T00:00:00,2430002,Electricity,98039604,2013-12-19T00:00:00,4,kwh,1540.0
2014-01-22T00:00:00,2430002,Natural Gas,497267,2013-12-19T00:00:00,5,therm,776.0
2014-01-22T00:00:00,2430002,Electricity,3470041,2013-12-19T00:00:00,6,kwh,2096.0
2014-01-22T00:00:00,2430002,Electricity,3470041,2013-12-19T00:00:00,7,kw,4.0
2014-01-22T00:00:00,2430002,Electricity,3470041,2013-12-19T00:00:00,8,kwh,388.0
2014-11-30T00:00:00,2430003,Electricity,900128,2014-10-31T00:00:00,1,kwh,120.0
2014-12-01T00:00:00,2430004,Electricity,8204,2014-11-01T00:00:00,1,kwh,4.0
2012-05-01T00:00:00,2430005,Electricity,4557,2012-04-01T00:00:00,1,kwh,1520.0
2013-12-16T00:00:00,2430006,Water,,2013-11-13T00:00:00,1,gallon,1.0
2013-05-31T00:00:00,2430007,Water,,2013-04-29T00:00:00,1,gallon,23.0
2013-03-29T00:00:00,2430008,Water,,2013-03-01T00:00:00,1,gallon,13.0
2011-08-31T00:00:00,2430009,Water,,2011-08-01T00:00:00,1,gallon,40.0
2013-11-22T00:00:00,2430010,Electricity,110864,2013-10-25T00:00:00,1,kwh,7020.0
2013-11-22T00:00:00,2430010,Electricity,110864,2013-10-25T00:00:00,2,kw,27.36
2013-01-25T00:00:00,2430011,Electricity,110864,2012-12-26T00:00:00,1,kwh,8226.0
2013-01-25T00:00:00,2430011,Electricity,110864,2012-12-26T00:00:00,2,kw,0.0
2012-06-26T00:00:00,2430012,Electricity,112978,2012-05-25T00:00:00,1,kwh,74.0
2014-11-21T00:00:00,2430013,Electricity,111107,2014-10-24T00:00:00,1,kwh,0.0
2014-07-23T00:00:00,2430014,Electricity,112978,2014-06-26T00:00:00,1,kwh,10.0
2012-08-07T00:00:00,2440001,Electricity,95507854,2012-07-09T00:00:00,1,kwh,128.0
2012-08-07T00:00:00,2440001,Electricity,95507854,2012-07-09T00:00:00,2,kw,0.0
2013-03-17T00:00:00,2440002,Electricity,14042180,2013-02-17T00:00:00,1,kwh,852000.0
2013-03-17T00:00:00,2440002,Electricity,14042180,2013-02-17T00:00:00,2,kw,234.0
2014-01-01T00:00:00,2440004,Electricity,4557,2013-12-01T00:00:00,1,kwh,1560.0
2014-01-01T00:00:00,2440005,Electricity,8204,2013-12-01T00:00:00,1,kwh,2.0
2012-10-01T00:00:00,2440006,Electricity,4557,2012-09-01T00:00:00,1,kwh,1400.0
2013-01-03T00:00:00,2440007,Water,,2013-01-03T00:00:00,1,gallon,0.0
2012-12-13T00:00:00,2440008,Water,,2012-11-07T00:00:00,1,gallon,1.0
2012-11-07T00:00:00,2440009,Water,,2012-10-17T00:00:00,1,gallon,2.0
2013-12-31T00:00:00,2440010,Water,,2013-12-31T00:00:00,1,gallon,17.0
2014-01-27T00:00:00,2440011,Electricity,110864,2013-12-26T00:00:00,1,kwh,9651.0
2014-01-27T00:00:00,2440011,Electricity,110864,2013-12-26T00:00:00,2,kw,29.71
2013-11-22T00:00:00,2440012,Electricity,112978,2013-10-25T00:00:00,1,kwh,28.0
2012-10-25T00:00:00,2440013,Electricity,111107,2012-09-25T00:00:00,1,kwh,0.0
2014-11-21T00:00:00,2440014,Electricity,110864,2014-10-24T00:00:00,1,kwh,7004.0
2012-07-14T00:00:00,2450001,Electricity,3434444,2012-06-12T00:00:00,1,kwh,12300.0
2012-07-14T00:00:00,2450001,Electricity,3434444,2012-06-12T00:00:00,2,kw,59.0
2013-02-17T00:00:00,2450002,Electricity,14042180,2013-01-17T00:00:00,1,kwh,112200.0
2013-02-17T00:00:00,2450002,Electricity,14042180,2013-01-17T00:00:00,2,kw,227.0
2013-02-20T00:00:00,2450003,Natural Gas,448033,2013-01-22T00:00:00,1,therm,743.0
2013-02-20T00:00:00,2450003,Natural Gas,992980,2013-01-22T00:00:00,2,therm,427.0
2013-02-20T00:00:00,2450003,Electricity,49520268,2013-01-22T00:00:00,3,kwh,2877.0
2013-02-20T00:00:00,2450003,Electricity,98039604,2013-01-22T00:00:00,4,kwh,797.0
2013-02-20T00:00:00,2450003,Natural Gas,497267,2013-01-22T00:00:00,5,therm,603.0
2013-02-20T00:00:00,2450003,Electricity,3470041,2013-01-22T00:00:00,6,kwh,2084.0
2013-02-20T00:00:00,2450003,Electricity,3470041,2013-01-22T00:00:00,7,kw,3.0
2014-01-19T00:00:00,2450004,Electricity,900128,2013-12-19T00:00:00,1,kwh,160.0
2012-07-18T00:00:00,2450005,Electricity,900128,2012-06-19T00:00:00,1,kwh,160.0
2014-11-01T00:00:00,2450006,Electricity,4557,2014-10-01T00:00:00,1,kwh,2040.0
2012-10-01T00:00:00,2450007,Electricity,8204,2012-09-01T00:00:00,1,kwh,6.0
2011-06-01T00:00:00,2450008,Electricity,4557,2011-05-01T00:00:00,1,kwh,1400.0
2011-06-24T00:00:00,2450009,Water,,2011-03-30T00:00:00,1,gallon,10.0
2013-02-25T00:00:00,2450010,Electricity,112739,2013-01-25T00:00:00,1,kwh,530.0
2015-01-19T00:00:00,2450011,Electricity,110864,2014-12-19T00:00:00,1,kwh,7677.0
2014-11-21T00:00:00,2450012,Electricity,112978,2014-10-24T00:00:00,1,kwh,19.0
2014-07-23T00:00:00,2450013,Electricity,112738,2014-06-27T00:00:00,1,kwh,753.0
2014-06-27T00:00:00,2450014,Electricity,112739,2014-05-27T00:00:00,1,kwh,550.0
2013-03-01T00:00:00,2460001,Electricity,4557,2013-02-01T00:00:00,1,kwh,1040.0
2013-02-01T00:00:00,2460002,Electricity,8204,2013-01-01T00:00:00,1,kwh,4.0
2011-09-12T00:00:00,2460003,Water,,2011-08-10T00:00:00,1,gallon,2.0
2012-12-03T00:00:00,2460004,Water,,2012-10-30T00:00:00,1,gallon,15.0
2012-03-27T00:00:00,2460005,Water,,2011-12-29T00:00:00,1,gallon,13.0
2014-02-24T00:00:00,2460006,Electricity,112738,2014-01-27T00:00:00,1,kwh,23.0
2012-04-26T00:00:00,2460007,Electricity,110864,2012-03-26T00:00:00,1,kwh,7382.0
2012-04-26T00:00:00,2460007,Electricity,110864,2012-03-26T00:00:00,2,kw,0.0
2014-01-27T00:00:00,2470001,Electricity,112739,2013-12-26T00:00:00,1,kwh,482.0
2014-10-31T00:00:00,2480001,Water,,2014-10-01T00:00:00,1,gallon,7300.0
2013-10-31T00:00:00,2480002,Water,,2013-10-01T00:00:00,1,gallon,4800.0
2012-03-31T00:00:00,2480003,Water,,2012-03-01T00:00:00,1,gallon,4200.0
2012-08-31T00:00:00,2480004,Trash,,2012-08-01T00:00:00,1,yd,2.0
2014-09-30T00:00:00,2490001,Water,,2014-09-01T00:00:00,1,gallon,3500.0
2013-12-31T00:00:00,2490002,Water,,2013-12-01T00:00:00,1,gallon,1900.0
,2490003,Trash,,2011-11-02T00:00:00,1,yard,3.0
,2490004,Trash,,2012-10-01T00:00:00,1,yard,1.5
,2490005,Trash,,2014-12-01T00:00:00,1,yard,1.5
2014-02-11T00:00:00,2490006,Electricity,,2014-01-10T00:00:00,1,kwh,1468.0
2013-12-10T00:00:00,2490007,Electricity,,2013-11-12T00:00:00,1,kwh,1370.0
2013-05-15T00:00:00,2490008,Electricity,,2013-04-10T00:00:00,1,kwh,2891.0
2013-03-11T00:00:00,2490009,Electricity,,2013-02-04T00:00:00,1,kwh,993.0
2012-09-10T00:00:00,2490010,Electricity,,2012-08-07T00:00:00,1,kwh,1310.0
2012-02-28T00:00:00,2500001,Water,,2012-02-01T00:00:00,1,gallon,3000.0
,2500002,Trash,,2014-02-01T00:00:00,1,yard,1.5
,2500003,Trash,,2015-01-01T00:00:00,1,yard,1.5
,2500004,Trash,,2012-07-01T00:00:00,1,galllon,96.0
,2500005,Trash,,2012-10-01T00:00:00,1,galllon,96.0
2012-11-09T00:00:00,2500006,Electricity,,2012-10-10T00:00:00,1,kwh,579.0
,2510001,Oil,,2014-12-04T00:00:00,1,gallon,262.4
,2510002,Oil,,2012-11-12T00:00:00,1,gallon,142.6
,2510003,Oil,,2013-03-04T00:00:00,1,gallon,652.9
,2510004,Oil,,2015-01-02T00:00:00,1,gallon,1004.1
,2520001,Oil,,2013-04-22T00:00:00,1,gallon,4.77
,2520002,Oil,,2013-03-05T00:00:00,1,gallon,4.667
,2520003,Oil,,2013-01-30T00:00:00,1,gallon,5.202
,2520004,Oil,,2013-12-12T00:00:00,1,gallon,1500.0
2014-06-13T00:00:00,2530001,Electricity,,2013-12-07T00:00:00,1,kwh,6665.0
2013-12-01T00:00:00,2530002,Electricity,30891,2013-10-27T00:00:00,1,kwh,23280.0
2013-12-01T00:00:00,2530002,Electricity,30891,2013-10-27T00:00:00,2,kw,96.0
2014-12-31T00:00:00,2530003,Water,,2014-12-01T00:00:00,1,gallon,2000.0
2014-08-31T00:00:00,2540001,Electricity,30891,2014-07-27T00:00:00,1,kwh,22080.0
2014-08-31T00:00:00,2540001,Electricity,30891,2014-07-27T00:00:00,2,kw,96.0
,2540002,Trash,,2012-06-01T00:00:00,1,yard,2.0
,2540003,Oil,,2012-04-16T00:00:00,1,gallon,135.0
,2540004,Trash,,2014-08-31T00:00:00,1,yard,2.0
,2540004,Trash,,2014-08-31T00:00:00,2,lbs,220.0
2015-01-31T00:00:00,2540005,Water,,2015-01-01T00:00:00,1,gallon,1000.0
2013-06-30T00:00:00,2540006,Water,,2013-06-01T00:00:00,1,gallon,4000.0
2014-02-01T00:00:00,2550001,Electricity,30891,2013-12-27T00:00:00,1,kwh,28800.0
2014-02-01T00:00:00,2550001,Electricity,30891,2013-12-27T00:00:00,2,kw,96.0
,2550002,Trash,,2013-03-01T00:00:00,1,yard,2.0
,2550003,Trash,,2012-10-31T00:00:00,1,yard,2.0
,2550003,Trash,,2012-10-31T00:00:00,2,lbs,260180.0
,2550003,Trash,,2012-10-31T00:00:00,3,lbs,260.0
,2550003,Trash,,2012-10-31T00:00:00,4,yard,4.0
2014-10-31T00:00:00,2550004,Water,,2014-10-01T00:00:00,1,gallon,2000.0
2014-03-31T00:00:00,2550005,Water,,2014-02-01T00:00:00,1,gallon,5000.0
2014-02-28T00:00:00,2550006,Trash,,2014-02-01T00:00:00,1,yard,2.0
2014-04-23T00:00:00,3020001,Electricity,88642678,2014-03-25T00:00:00,1,kWh,28.0
2014-06-23T00:00:00,3030001,Electricity,3565913,2014-05-25T00:00:00,1,kWh,15520.0
2014-06-23T00:00:00,3030001,Electricity,3565913,2014-05-25T00:00:00,2,kW,46.0
2014-06-23T00:00:00,3030001,Electricity,3565913,2014-05-25T00:00:00,3,kW,12.0
2014-06-25T00:00:00,3030001,Natural Gas,20293093,2014-05-25T00:00:00,4,therms,72.0
2014-05-10T00:00:00,3040001,Electricity,3605851,2014-04-09T00:00:00,1,kwh,18960.0
2014-05-10T00:00:00,3040001,Electricity,3605851,2014-04-09T00:00:00,2,kw,65.0
2014-03-25T00:00:00,3040002,Electricity,88642678,2014-02-24T00:00:00,1,kwh,95.0
2013-10-20T00:00:00,3040003,Natural Gas,448033,2013-09-19T00:00:00,1,therm,36.0
2013-10-20T00:00:00,3040003,Natural Gas,992980,2013-09-19T00:00:00,2,therm,73.0
2013-10-20T00:00:00,3040003,Electricity,90347176,2013-09-19T00:00:00,3,kwh,484.0
2013-10-20T00:00:00,3040003,Electricity,90347176,2013-09-19T00:00:00,4,kwh,880.0
2013-10-20T00:00:00,3040003,Electricity,90347176,2013-09-19T00:00:00,5,kwh,1364.0
2013-10-20T00:00:00,3040003,Electricity,98039604,2013-09-19T00:00:00,6,kwh,372.23
2013-10-20T00:00:00,3040003,Electricity,98039604,2013-09-19T00:00:00,7,kwh,676.77
2013-10-20T00:00:00,3040003,Electricity,98039604,2013-09-19T00:00:00,8,kwh,1049.0
2013-10-20T00:00:00,3040003,Natural Gas,497267,2013-09-19T00:00:00,9,therm,45.0
2013-10-20T00:00:00,3040003,Electricity,3470041,2013-09-19T00:00:00,10,kwh,32.0
2013-09-19T00:00:00,3040004,Natural Gas,448033,2013-08-20T00:00:00,1,therm,7.0
2013-09-19T00:00:00,3040004,Natural Gas,992980,2013-08-20T00:00:00,2,therm,14.0
2013-09-19T00:00:00,3040004,Electricity,49520268,2013-08-20T00:00:00,3,kwh,1932.0
2013-09-19T00:00:00,3040004,Electricity,98039604,2013-08-20T00:00:00,4,kwh,2773.0
2013-09-19T00:00:00,3040004,Electricity,3470041,2013-08-20T00:00:00,5,kwh,32.0
2013-09-19T00:00:00,3040004,Natural Gas,497267,2013-08-20T00:00:00,6,therm,1.0
2013-09-15T00:00:00,3040005,Electricity,14042180,2013-08-14T00:00:00,1,kwh,84600.0
2013-09-15T00:00:00,3040005,Electricity,14042180,2013-08-14T00:00:00,2,kwh,3897.0
2013-09-15T00:00:00,3040005,Electricity,14042180,2013-08-14T00:00:00,3,kw,189.0
2013-08-07T00:00:00,3040006,Electricity,95507854,2013-07-09T00:00:00,1,kwh,125.0
2013-08-31T00:00:00,3040007,Trash,,2013-08-01T00:00:00,1,yd,1.5
2014-05-01T00:00:00,3040008,Electricity,8204,2014-04-01T00:00:00,1,kwh,2.0
2013-07-01T00:00:00,3040009,Electricity,4557,2013-06-01T00:00:00,1,kwh,2280.0
2013-10-11T00:00:00,3040010,Water,,2013-09-13T00:00:00,1,100cu.ft.,1.0
2014-04-22T00:00:00,3050001,Natural Gas,448033,2014-03-24T00:00:00,1,therm,379.0
2014-04-22T00:00:00,3050001,Natural Gas,992980,2014-03-24T00:00:00,2,therm,182.0
2014-04-22T00:00:00,3050001,Electricity,49520268,2014-03-24T00:00:00,3,kwh,1784.0
2014-04-22T00:00:00,3050001,Electricity,98039604,2014-03-24T00:00:00,4,kwh,1368.0
2014-04-22T00:00:00,3050001,Natural Gas,497267,2014-03-24T00:00:00,5,therm,290.0
2014-04-22T00:00:00,3050001,Electricity,3470041,2014-03-24T00:00:00,6,kwh,2095.0
2014-04-22T00:00:00,3050001,Electricity,3470041,2014-03-24T00:00:00,7,kwh,934.0
2014-04-22T00:00:00,3050001,Electricity,3470041,2014-03-24T00:00:00,8,kw,3.0
2014-03-24T00:00:00,3050002,Natural Gas,448033,2014-02-23T00:00:00,1,therm,721.0
2014-03-24T00:00:00,3050002,Natural Gas,992980,2014-02-23T00:00:00,2,therm,395.0
