end,parent,service,meter,start,key,unit,quantity
,10001,Trash,,2013-06-30T00:00:00,1,yd,2.0
2014-06-09T00:00:00,10002,Electricity,95507854,2014-05-08T00:00:00,1,kWh,54.56
2014-06-09T00:00:00,10002,Electricity,95507854,2014-05-08T00:00:00,2,kWh,139.44
2014-06-09T00:00:00,10002,Electricity,95507854,2014-05-08T00:00:00,3,kWh,194.0
2014-05-25T00:00:00,10003,Electricity,3625839,2014-04-23T00:00:00,1,kWh,5960.0
2014-05-25T00:00:00,10003,Electricity,3625839,2014-04-23T00:00:00,2,kW,19.0
2014-05-25T00:00:00,10003,Electricity,HPS Lights,2014-04-23T00:00:00,3,kwh,88.0
2014-06-09T00:00:00,20001,Electricity,95507854,2014-05-08T00:00:00,1,kWh,54.56
2014-06-09T00:00:00,20001,Electricity,95507854,2014-05-08T00:00:00,2,kWh,139.44
2014-06-09T00:00:00,20001,Electricity,95507854,2014-05-08T00:00:00,3,kWh,194.0
2014-06-09T00:00:00,30001,Electricity,97352019,2014-05-08T00:00:00,1,kWh,189.28
2014-06-09T00:00:00,30001,Electricity,97352019,2014-05-08T00:00:00,2,kWh,483.72
2014-06-09T00:00:00,30001,Electricity,97352019,2014-05-08T00:00:00,3,kWh,673.0
2014-05-22T00:00:00,40001,Electricity,88642678,2014-04-23T00:00:00,1,kwh,25.0
2014-04-09T00:00:00,40002,Electricity,97352019,2014-03-11T00:00:00,1,kwh,573.0
2013-10-21T00:00:00,40003,Natural Gas,682469,2013-09-22T00:00:00,1,therm,130.0
2013-10-21T00:00:00,40004,Natural Gas,898494,2013-09-22T00:00:00,1,therm,31.0
2014-05-31T00:00:00,40005,Trash,,2014-05-01T00:00:00,1,yd,2.0
2014-05-01T00:00:00,40006,Electricity,4557,2014-04-01T00:00:00,1,kwh,1600.0
2014-03-25T00:00:00,40007,Water,,2013-12-24T00:00:00,1,100cu.ft.,16.0
2013-07-30T00:00:00,40008,Water,,2013-07-02T00:00:00,1,100cu.ft.,42.0
2013-07-08T00:00:00,40009,Water,,2013-04-08T00:00:00,1,100cu.ft.,11.0
2014-06-17T00:00:00,40010,Electricity,,2014-05-15T00:00:00,1,kwh,42.0
2014-06-14T00:00:00,40010,Electricity,300455,2014-05-11T00:00:00,2,kwh,10360.0
2014-06-14T00:00:00,40010,Electricity,300455,2014-05-11T00:00:00,3,kw,49.0
2014-04-30T00:00:00,40011,Trash,,2014-04-01T00:00:00,1,yd,4.5
2014-05-22T00:00:00,50001,Natural Gas,898494,2014-04-23T00:00:00,1,therms,46.0
2014-05-10T00:00:00,50002,Electricity,2819661,2014-04-12T00:00:00,1,kwh,6480.0
2014-05-10T00:00:00,50002,Electricity,2819661,2014-04-12T00:00:00,2,kw,42.0
2014-05-11T00:00:00,50002,Natural Gas,614336,2014-04-10T00:00:00,3,therm,1659.0
2014-03-12T00:00:00,50003,Electricity,2819661,2014-02-10T00:00:00,1,kwh,10800.0
2014-03-12T00:00:00,50003,Electricity,2819661,2014-02-10T00:00:00,2,kw,42.0
2014-03-11T00:00:00,50004,Electricity,97352019,2014-02-09T00:00:00,1,kwh,554.0
2013-11-19T00:00:00,50005,Natural Gas,898494,2013-10-21T00:00:00,1,therm,116.0
2014-03-24T00:00:00,50006,Natural Gas,448033,2014-02-23T00:00:00,1,therm,721.0
2014-03-24T00:00:00,50006,Natural Gas,992980,2014-02-23T00:00:00,2,therm,395.0
2014-03-24T00:00:00,50006,Electricity,90347176,2014-02-23T00:00:00,3,kwh,2826.0
2014-03-24T00:00:00,50006,Electricity,98039604,2014-02-23T00:00:00,4,kwh,1368.0
2014-03-24T00:00:00,50006,Natural Gas,497267,2014-02-23T00:00:00,5,therm,543.0
2014-03-24T00:00:00,50006,Electricity,3470041,2014-02-23T00:00:00,6,kwh,2658.0
2014-03-24T00:00:00,50006,Electricity,3470041,2014-02-23T00:00:00,7,kwh,1058.0
2014-03-24T00:00:00,50006,Electricity,3470041,2014-02-23T00:00:00,8,kw,4.0
2014-03-24T00:00:00,50006,Electricity,N/A,2014-02-23T00:00:00,9,kwh,71.0
2013-09-07T00:00:00,50007,Electricity,3626054,2013-08-07T00:00:00,1,kwh,2941.0
2013-09-07T00:00:00,50007,Electricity,3626054,2013-08-07T00:00:00,2,kw,15.0
2013-08-21T00:00:00,50008,Electricity,3625839,2013-07-23T00:00:00,1,kwh,6240.0
2013-08-21T00:00:00,50008,Electricity,3625839,2013-07-23T00:00:00,2,kw,28.0
2013-08-21T00:00:00,50008,Electricity,N/A,2013-07-23T00:00:00,3,kwh,81.0
2013-09-13T00:00:00,50009,Water,,2013-08-12T00:00:00,1,100cu.ft.,1.0
2014-03-17T00:00:00,50010,Water,,2014-02-13T00:00:00,1,100cu.ft.,2.0
2014-05-08T00:00:00,60001,Electricity,95507854,2014-04-09T00:00:00,1,kwh,141.0
2013-07-09T00:00:00,60002,Electricity,3605851,2013-06-08T00:00:00,1,kwh,25200.0
2013-07-09T00:00:00,60002,Electricity,3605851,2013-06-08T00:00:00,2,kw,113.0
2013-09-30T00:00:00,60003,Water,,2013-08-30T00:00:00,1,100cu.ft.,93.0
2013-10-31T00:00:00,60004,Water,,2013-10-01T00:00:00,1,Gallon,8.0
2014-05-15T00:00:00,60005,Electricity,,2014-04-16T00:00:00,1,kwh,48.0
2014-05-11T00:00:00,60005,Electricity,300455,2014-04-12T00:00:00,2,kwh,11200.0
2014-05-11T00:00:00,60005,Electricity,300455,2014-04-12T00:00:00,3,kw,49.0
2014-03-31T00:00:00,60006,Water,,2014-03-01T00:00:00,1,gallon,4800.0
2014-02-28T00:00:00,60007,Water,,2014-02-01T00:00:00,1,gallon,2600.0
2013-08-01T00:00:00,60008,Electricity,30891,2013-07-01T00:00:00,1,kwh,33720.0
2013-08-01T00:00:00,60008,Electricity,30891,2013-07-01T00:00:00,2,kw,96.0
2013-06-30T00:00:00,60009,Trash,,2013-06-01T00:00:00,1,yd,6.0
2013-09-11T00:00:00,60010,Water,,2013-08-10T00:00:00,1,,2000.0
2013-09-11T00:00:00,60010,Water,,2013-08-10T00:00:00,2,,2000.0
2013-08-09T00:00:00,60011,Trash,,2013-08-09T00:00:00,1,yd,1.5
2014-05-10T00:00:00,70001,Electricity,3626054,2014-04-09T00:00:00,1,kwh,1643.0
2014-05-10T00:00:00,70001,Electricity,3626054,2014-04-09T00:00:00,2,kw,11.0
2014-03-31T00:00:00,70002,Trash,,2014-03-01T00:00:00,1,Gallon,96.0
2014-06-16T00:00:00,70004,Water,,2014-05-14T00:00:00,1,100cu.ft.,1.0
2014-06-30T00:00:00,70005,Trash,,2014-06-01T00:00:00,1,yd,2.0
2014-06-30T00:00:00,70006,Trash,,2014-06-01T00:00:00,1,yd,2.0
2014-06-30T00:00:00,70006,Trash,,2014-06-01T00:00:00,2,yd,2.0
2014-05-30T00:00:00,70007,Trash,,2014-05-01T00:00:00,1,yd,2.0
2014-06-30T00:00:00,70007,Trash,,2014-06-01T00:00:00,2,yd,2.0
2014-04-30T00:00:00,70008,Trash,,2014-04-01T00:00:00,1,yd,2.0
2014-04-30T00:00:00,70008,Trash,,2014-04-01T00:00:00,2,yd,2.0
2014-04-30T00:00:00,70009,Water,,2014-04-01T00:00:00,1,gallon,5500.0
2014-12-31T00:00:00,70010,Water,,2014-10-01T00:00:00,1,,1.0
2013-10-25T00:00:00,70011,Electricity,112978,2013-09-25T00:00:00,1,kwh,122.0
2014-04-23T00:00:00,80001,Natural Gas,898494,2014-03-25T00:00:00,1,therm,102.0
2013-11-05T00:00:00,80002,Electricity,3626054,2013-10-07T00:00:00,1,kwh,1857.0
2013-11-05T00:00:00,80002,Electricity,3626054,2013-10-07T00:00:00,2,kw,13.0
2013-10-21T00:00:00,80003,Electricity,3565913,2013-09-21T00:00:00,1,kwh,13120.0
2013-10-21T00:00:00,80003,Electricity,3565913,2013-09-21T00:00:00,2,kw,10.5
2013-10-21T00:00:00,80003,Electricity,3565913,2013-09-21T00:00:00,3,kw,24.5
2013-10-21T00:00:00,80003,Natural Gas,20293093,2013-09-21T00:00:00,4,therm,365.0
2013-07-23T00:00:00,80004,Natural Gas,898494,2013-06-23T00:00:00,1,therm,0.0
2013-06-01T00:00:00,80005,Electricity,4557,2013-05-01T00:00:00,1,kwh,1480.0
2013-11-13T00:00:00,80006,Water,,2013-10-11T00:00:00,1,100cu.ft.,2.0
2014-05-30T00:00:00,80007,Trash,,2014-05-01T00:00:00,1,lbs,260.0
2014-05-30T00:00:00,80007,Trash,,2014-05-01T00:00:00,2,lbs,320.0
2013-09-17T00:00:00,80008,Electricity,N/A,2013-08-16T00:00:00,1,kwh,60.0
2013-09-13T00:00:00,80008,Electricity,300455,2013-08-12T00:00:00,2,kwh,4160.0
2013-09-13T00:00:00,80008,Electricity,300455,2013-08-12T00:00:00,3,kw,34.0
2014-04-30T00:00:00,80009,Electricity,112978,2014-03-25T00:00:00,1,kwh,20.0
2014-04-24T00:00:00,80010,Electricity,112739,2014-03-25T00:00:00,1,kwh,255.0
2013-11-19T00:00:00,90001,Electricity,3625839,2013-10-21T00:00:00,1,kwh,6600.0
2013-11-19T00:00:00,90001,Electricity,3625839,2013-10-21T00:00:00,2,kw,23.0
2013-10-07T00:00:00,90002,Electricity,3626054,2013-09-07T00:00:00,1,kwh,1699.0
2013-10-07T00:00:00,90002,Electricity,3626054,2013-09-07T00:00:00,2,kw,8.43
2013-10-07T00:00:00,90002,Electricity,3626054,2013-09-07T00:00:00,3,kw,2.57
2013-08-12T00:00:00,90003,Electricity,3434444,2013-07-13T00:00:00,1,kwh,8100.0
2013-08-12T00:00:00,90003,Electricity,3434444,2013-07-13T00:00:00,2,kw,43.0
2013-07-09T00:00:00,90004,Electricity,95507854,2013-06-09T00:00:00,1,kwh,132.0
2013-06-22T00:00:00,90005,Electricity,3625839,2013-05-22T00:00:00,1,kwh,6320.0
2013-06-22T00:00:00,90005,Electricity,3625839,2013-05-22T00:00:00,2,kw,20.58
2013-06-22T00:00:00,90005,Electricity,3625839,2013-05-22T00:00:00,3,kw,8.42
2013-06-22T00:00:00,90005,Electricity,N/A,2013-05-22T00:00:00,4,kwh,79.0
2013-10-31T00:00:00,90006,Trash,,2013-10-01T00:00:00,1,yd,1.5
2013-07-31T00:00:00,90007,Trash,,2013-07-01T00:00:00,1,yd,1.5
2014-05-27T00:00:00,90008,Electricity,,2014-04-24T00:00:00,1,kwh,2212.0
2013-11-19T00:00:00,100001,Electricity,3565913,2013-10-21T00:00:00,1,kwh,16000.0
2013-11-19T00:00:00,100001,Electricity,3565913,2013-10-21T00:00:00,2,kw,43.0
2013-11-19T00:00:00,100001,Natural Gas,2029093,2013-10-21T00:00:00,3,therm,1640.0
2013-11-12T00:00:00,100002,Electricity,14042180,2013-10-14T00:00:00,1,kwh,75000.0
2013-11-12T00:00:00,100002,Electricity,14042180,2013-10-14T00:00:00,2,kw,233.0
2013-10-01T00:00:00,100003,Electricity,4557,2013-09-01T00:00:00,1,kwh,1480.0
2014-04-14T00:00:00,100004,Water,,2014-03-17T00:00:00,1,100cu.ft.,2.0
2013-06-19T00:00:00,100005,Electricity,900128,2013-05-18T00:00:00,1,kwh,160.0
2014-01-31T00:00:00,100006,Trash,,2014-01-01T00:00:00,1,yd,2.0
2013-07-18T00:00:00,110001,Electricity,N/A,2013-06-19T00:00:00,1,kwh,45.0
2013-07-15T00:00:00,110001,Electricity,177755,2013-06-14T00:00:00,2,kwh,1173.0
2014-08-31T00:00:00,110002,Trash,,2014-06-01T00:00:00,1,yd,1.5
2014-08-31T00:00:00,110002,Trash,,2014-06-01T00:00:00,2,yd,1.5
2014-04-24T00:00:00,120001,Electricity,11107,2014-03-25T00:00:00,1,kwh,5.0
2013-08-22T00:00:00,120002,Electricity,112739,2013-07-24T00:00:00,1,kwh,759.0
2014-04-24T00:00:00,120003,Electricity,25583,2014-03-25T00:00:00,1,kwh,0.0
2014-05-01T00:00:00,120004,Natural Gas,,2014-04-02T00:00:00,1,therm,687.0
2014-04-04T00:00:00,120005,Natural Gas,,2014-03-06T00:00:00,1,therm,457.0
2013-11-01T00:00:00,120006,Natural Gas,M19690733846,2013-10-02T00:00:00,1,therm,815.0
2013-11-01T00:00:00,120006,Natural Gas,M20071447933,2013-10-02T00:00:00,2,therm,189.0
2013-10-25T00:00:00,130001,Electricity,112738,2013-09-25T00:00:00,1,kwh,1253.0
2013-09-25T00:00:00,130002,Electricity,112978,2013-08-22T00:00:00,1,kwh,91.0
2013-07-24T00:00:00,130003,Electricity,110864,2013-06-21T00:00:00,1,kwh,15730.0
2013-07-24T00:00:00,130003,Electricity,110864,2013-06-21T00:00:00,2,kw,53.28
2013-07-24T00:00:00,130003,Electricity,N/A,2013-06-21T00:00:00,3,w,100.0
2013-10-23T00:00:00,130004,Electricity,51072,2013-09-23T00:00:00,1,kwh,49.0
2013-07-25T00:00:00,130005,Electricity,104409,2013-06-25T00:00:00,1,kwh,5900.0
2013-09-25T00:00:00,140001,Electricity,110864,2013-08-22T00:00:00,1,kwh,12384.0
2013-09-25T00:00:00,140001,Electricity,110864,2013-08-22T00:00:00,2,kw,50.26
2013-09-25T00:00:00,140001,Electricity,N/A,2013-08-22T00:00:00,3,w,100.0
2013-12-31T00:00:00,140002,Trash,,2013-12-01T00:00:00,1,yd,2.0
2013-12-31T00:00:00,140002,Trash,,2013-12-01T00:00:00,2,lbs,280.0
2013-08-22T00:00:00,150001,Electricity,110864,2013-07-24T00:00:00,1,kwh,12309.0
2013-08-22T00:00:00,150001,Electricity,110864,2013-07-24T00:00:00,2,kw,48.79
2013-08-22T00:00:00,150001,Electricity,N/A,2013-07-24T00:00:00,3,w,100.0
2014-03-25T00:00:00,160001,Electricity,25583,2014-02-23T00:00:00,1,kwh,0.0
2014-02-23T00:00:00,160002,Electricity,51072,2014-01-23T00:00:00,1,kwh,50.0
2013-09-19T00:00:00,160003,Natural Gas,M20101505909,2013-08-20T00:00:00,1,therm,7.0
2013-10-31T00:00:00,170001,Trash,,2013-10-01T00:00:00,1,yd,2.0
2013-10-31T00:00:00,170001,Trash,,2013-10-01T00:00:00,2,yd,4.0
2013-09-23T00:00:00,170002,Electricity,25583,2013-08-25T00:00:00,1,kwh,11.0
2013-10-01T00:00:00,170003,Electricity,10003082,2013-08-31T00:00:00,1,kwh,11280.0
2013-10-01T00:00:00,170003,Electricity,10003082,2013-08-31T00:00:00,2,kw,46.76
2013-10-01T00:00:00,170004,Electricity,28027751,2013-08-31T00:00:00,1,kwh,1421.0
2013-08-31T00:00:00,170005,Electricity,28027751,2013-08-01T00:00:00,1,kwh,1552.0
2013-09-23T00:00:00,180001,Electricity,51072,2013-08-25T00:00:00,1,kwh,41.0
2013-08-25T00:00:00,180002,Trash,25583,2013-07-25T00:00:00,1,kwh,15.0
2014-05-01T00:00:00,180003,Electricity,10003082,2014-04-01T00:00:00,1,kwh,7800.0
2014-05-01T00:00:00,180003,Electricity,10003082,2014-04-01T00:00:00,2,kw,31.76
2014-03-03T00:00:00,180004,Natural Gas,M19941048585,2014-01-31T00:00:00,1,therm,493.0
2013-10-02T00:00:00,180005,Natural Gas,M19700301165,2013-09-03T00:00:00,1,therm,2278.0
2013-08-31T00:00:00,190001,Trash,,2013-08-01T00:00:00,1,yd,2.0
2014-05-31T00:00:00,190002,Electricity,92282548,2014-05-01T00:00:00,1,kwh,0.0
2014-05-05T00:00:00,190003,Electricity,,2014-04-08T00:00:00,1,kwh,960.0
2014-05-05T00:00:00,190003,Electricity,,2014-04-08T00:00:00,2,w,100.0
2014-03-11T00:00:00,190004,Electricity,,2014-02-11T00:00:00,1,kwh,1476.0
2013-07-02T00:00:00,190005,Electricity,,2013-05-30T00:00:00,1,kwh,1330.0
2013-07-02T00:00:00,190005,Electricity,,2013-05-30T00:00:00,2,w,100.0
2013-10-01T00:00:00,200001,Electricity,92167280,2013-08-31T00:00:00,1,kwh,186.0
2013-07-10T00:00:00,200002,Electricity,,2013-06-13T00:00:00,1,kwh,246.0
,200003,Natural Gas,,2014-03-03T00:00:00,1,gallon,1000.0
2014-06-02T00:00:00,200004,Natural Gas,,2014-05-01T00:00:00,1,therm,327.0
2013-08-20T00:00:00,200005,Natural Gas,M20101505909,2013-07-22T00:00:00,1,therm,7.0
2013-08-06T00:00:00,210001,Natural Gas,M19951078119,2013-07-08T00:00:00,1,therm,0.0
2013-11-30T00:00:00,210002,Trash,,2013-11-01T00:00:00,1,yd,2.0
2014-06-30T00:00:00,210003,Trash,,2014-06-01T00:00:00,1,yd,1.5
2014-03-25T00:00:00,210004,Electricity,51072,2014-02-23T00:00:00,1,kwh,49.0
2013-07-02T00:00:00,220001,Natural Gas,M19690733846,2013-06-03T00:00:00,1,therm,35.0
2013-07-02T00:00:00,220001,Natural Gas,M20071447933,2013-06-03T00:00:00,2,therm,0.0
2013-08-31T00:00:00,220002,Trash,,2013-08-01T00:00:00,1,yd,2.0
2013-07-31T00:00:00,220003,Trash,,2013-07-01T00:00:00,1,yd,2.0
2013-07-31T00:00:00,220003,Trash,,2013-07-01T00:00:00,2,yd,4.0
2014-06-30T00:00:00,220004,Trash,,2014-06-01T00:00:00,1,yd,1.5
2014-11-30T00:00:00,230001,Trash,Loading Dock,2014-11-01T00:00:00,1,yd,2.0
2014-11-30T00:00:00,230001,Trash,Loading Dock,2014-11-01T00:00:00,2,,2.0
2012-11-30T00:00:00,240001,Trash,,2012-11-01T00:00:00,1,yd,2.0
2012-08-31T00:00:00,240002,Trash,,2012-08-01T00:00:00,1,yd,2.0
2014-10-02T00:00:00,240003,Natural Gas,M19690733846,2014-09-03T00:00:00,1,therm,37.0
2014-10-02T00:00:00,240003,Natural Gas,M20071447933,2014-09-03T00:00:00,2,therm,0.0
2013-12-03T00:00:00,240004,Natural Gas,M19900844585,2013-11-01T00:00:00,1,therm,1960.0
2013-05-02T00:00:00,240005,Natural Gas,M19690733846,2013-04-03T00:00:00,1,therm,1318.0
2013-05-02T00:00:00,240005,Natural Gas,M20071447933,2013-04-03T00:00:00,2,therm,451.0
2012-09-30T00:00:00,250001,Trash,,2012-09-01T00:00:00,1,yd,2.0
2014-11-03T00:00:00,250002,Natural Gas,M19900844585,2014-10-01T00:00:00,1,therm,449.0
2014-09-05T00:00:00,260001,Natural Gas,M19951078119,2014-08-06T00:00:00,1,therm,0.0
2013-05-06T00:00:00,260002,Natural Gas,M19951093649,2013-04-05T00:00:00,1,therm,59.0
2013-04-05T00:00:00,260003,Natural Gas,M19951078119,2013-03-06T00:00:00,1,therm,75.0
2013-04-05T00:00:00,260004,Natural Gas,M19951093649,2013-03-06T00:00:00,1,therm,408.0
2013-02-05T00:00:00,260005,Natural Gas,M19951078119,2013-01-07T00:00:00,1,therm,118.0
2013-01-07T00:00:00,260006,Natural Gas,M19951093649,2012-12-05T00:00:00,1,therm,541.0
2014-10-31T00:00:00,260007,Natural Gas,M19700301165,2014-10-01T00:00:00,1,therm,439.0
2011-08-05T00:00:00,270001,Natural Gas,M19951078119,2011-07-06T00:00:00,1,therm,4.0
2015-01-20T00:00:00,270002,Natural Gas,M20101505909,2014-12-18T00:00:00,1,therm,268.0
2014-07-21T00:00:00,270003,Natural Gas,M20101505909,2014-06-18T00:00:00,1,therm,0.0
2013-01-03T00:00:00,280001,Natural Gas,M19700301165,2012-12-03T00:00:00,1,therm,906.0
2014-12-04T00:00:00,280002,Electricity,010003082,2014-11-01T00:00:00,1,kwh,9920.0
2014-12-04T00:00:00,280002,Electricity,010003082,2014-11-01T00:00:00,2,kw,56.64
2013-02-28T00:00:00,280003,Electricity,092282548,2013-02-01T00:00:00,1,kwh,0.0
2013-02-01T00:00:00,280004,Electricity,092282548,2012-12-31T00:00:00,1,kwh,0.0
2013-01-31T00:00:00,280005,Electricity,010003082,2013-01-01T00:00:00,1,kwh,8440.0
2013-01-31T00:00:00,280005,Electricity,010003082,2013-01-01T00:00:00,2,kw,32.24
2012-07-01T00:00:00,280006,Electricity,092167280,2012-06-02T00:00:00,1,kwh,180.0
2012-07-01T00:00:00,280007,Electricity,010003082,2012-06-02T00:00:00,1,kwh,12920.0
2012-07-01T00:00:00,280007,Electricity,010003082,2012-06-02T00:00:00,2,kw,52.12
2012-10-31T00:00:00,290001,Natural Gas,M19700301165,2012-10-02T00:00:00,1,therm,551.0
2014-03-01T00:00:00,290002,Electricity,092282548,2014-02-01T00:00:00,1,kwh,0.0
2013-11-30T00:00:00,290003,Electricity,010003082,2013-11-01T00:00:00,1,kwh,7640.0
2013-11-30T00:00:00,290003,Electricity,010003082,2013-11-01T00:00:00,2,kw,39.76
2013-03-01T00:00:00,290004,Electricity,092167280,2013-01-31T00:00:00,1,kwh,153.0
,290005,Trash,,2011-08-29T00:00:00,1,,0.0
2012-05-01T00:00:00,300001,Natural Gas,M19700301165,2012-04-02T00:00:00,1,therm,967.0
2014-02-01T00:00:00,300002,Electricity,092167280,2014-01-01T00:00:00,1,kwh,78.0
2012-12-01T00:00:00,310001,Electricity,010003082,2012-10-31T00:00:00,1,kwh,8600.0
2012-12-01T00:00:00,310001,Electricity,010003082,2012-10-31T00:00:00,2,kw,41.56
2012-09-01T00:00:00,310002,Electricity,028027751,2012-08-01T00:00:00,1,kwh,1541.0
,310003,Trash,,2014-09-01T00:00:00,1,,0.0
2014-11-09T00:00:00,320001,Electricity,177755,2014-10-12T00:00:00,1,kwh,774.0
2014-11-09T00:00:00,320001,Electricity,177755,2014-10-12T00:00:00,2,kw,0.0
2014-11-13T00:00:00,320001,Electricity,,2014-10-16T00:00:00,3,kwh,78.0
2014-01-13T00:00:00,320002,Electricity,177755,2013-12-11T00:00:00,1,kwh,614.0
2014-01-13T00:00:00,320002,Electricity,177755,2013-12-11T00:00:00,2,kw,0.0
2014-01-17T00:00:00,320002,Electricity,,2013-12-16T00:00:00,3,kwh,83.0
2014-08-14T00:00:00,330001,Electricity,300455,2014-07-13T00:00:00,1,kwh,7560.0
2014-08-14T00:00:00,330001,Electricity,300455,2014-07-13T00:00:00,2,kw,35.0
2014-08-18T00:00:00,330001,Electricity,,2014-07-17T00:00:00,3,kwh,30.0
2014-07-14T00:00:00,330002,Electricity,177755,2014-06-14T00:00:00,1,kwh,823.0
2014-07-14T00:00:00,330002,Electricity,177755,2014-06-14T00:00:00,2,kw,0.0
2014-07-17T00:00:00,330002,Electricity,,2014-06-17T00:00:00,3,kwh,45.0
2012-07-24T00:00:00,330003,Electricity,51072,2012-06-24T00:00:00,1,kwh,44.0
2015-01-12T00:00:00,330004,Electricity,28919661,2014-12-09T00:00:00,1,kwh,11280.0
2015-01-12T00:00:00,330004,Electricity,28919661,2014-12-09T00:00:00,2,kw,38.0
2015-01-12T00:00:00,330004,Natural Gas,614366,2014-12-09T00:00:00,3,therm,5453.0
2014-11-19T00:00:00,330005,Natural Gas,682469,2014-10-21T00:00:00,1,therm,524.0
2015-01-11T00:00:00,330006,Electricity,95507854,2014-12-08T00:00:00,1,kwh,823.0
2015-01-11T00:00:00,330006,Electricity,95507854,2014-12-08T00:00:00,2,kw,0.0
2014-12-08T00:00:00,330007,Electricity,95507854,2014-11-05T00:00:00,1,kwh,432.0
2014-12-08T00:00:00,330007,Electricity,95507854,2014-11-05T00:00:00,2,kw,0.0
2014-09-08T00:00:00,330008,Electricity,97352019,2014-08-07T00:00:00,1,kwh,668.0
2014-09-08T00:00:00,330008,Electricity,97352019,2014-08-07T00:00:00,2,kw,0.0
2014-09-08T00:00:00,330009,Electricity,97352019,2014-08-07T00:00:00,1,kwh,668.0
2014-09-08T00:00:00,330009,Electricity,97352019,2014-08-07T00:00:00,2,kw,0.0
2014-02-12T00:00:00,330010,Electricity,3434444,2014-01-14T00:00:00,1,kwh,6300.0
2014-02-12T00:00:00,330010,Electricity,3434444,2014-01-14T00:00:00,2,kw,23.0
2012-12-13T00:00:00,340001,Electricity,177755,2012-11-12T00:00:00,1,kwh,438.0
2012-12-13T00:00:00,340001,Electricity,177755,2012-11-12T00:00:00,2,kw,0.0
2012-12-17T00:00:00,340001,Electricity,,2012-11-15T00:00:00,3,kwh,87.0
2012-08-13T00:00:00,340002,Electricity,177755,2012-07-13T00:00:00,1,kwh,1031.0
2012-08-13T00:00:00,340002,Electricity,177755,2012-07-13T00:00:00,2,kw,0.0
2012-08-17T00:00:00,340002,Electricity,,2012-07-17T00:00:00,3,kwh,53.0
2014-12-24T00:00:00,340003,Electricity,25583,2014-11-24T00:00:00,1,kwh,0.0
2013-01-24T00:00:00,340004,Electricity,104409,2012-12-24T00:00:00,1,kwh,6300.0
2012-10-24T00:00:00,340005,Electricity,51072,2012-09-23T00:00:00,1,kwh,36.0
2014-08-09T00:00:00,340006,Electricity,2819661,2014-07-12T00:00:00,1,kwh,8640.0
2014-08-10T00:00:00,340006,Electricity,2819661,2014-07-10T00:00:00,2,kw,50.0
2014-08-10T00:00:00,340006,Natural Gas,614366,2014-07-10T00:00:00,3,therm,28.0
2012-07-23T00:00:00,340007,Electricity,3565913,2012-06-23T00:00:00,1,kwh,24160.0
2012-07-23T00:00:00,340007,Electricity,3565913,2012-06-23T00:00:00,2,kw,68.0
2012-07-23T00:00:00,340007,Natural Gas,20293093,2012-06-21T00:00:00,3,therm,81.0
2014-11-19T00:00:00,340008,Natural Gas,898494,2014-10-21T00:00:00,1,therm,139.0
2014-10-21T00:00:00,340009,Natural Gas,682469,2014-09-22T00:00:00,1,therm,176.0
2014-08-21T00:00:00,340011,Natural Gas,682469,2014-07-23T00:00:00,1,therm,2.0
2013-05-22T00:00:00,340012,Natural Gas,682469,2013-04-23T00:00:00,1,therm,161.0
2012-12-20T00:00:00,340013,Natural Gas,682469,2012-11-19T00:00:00,1,therm,704.0
2012-10-21T00:00:00,340014,Natural Gas,682469,2012-09-20T00:00:00,1,therm,189.0
2013-04-23T00:00:00,340015,Electricity,88642678,2013-03-24T00:00:00,1,kwh,18.0
2014-08-12T00:00:00,340016,Electricity,3434444,2014-07-14T00:00:00,1,kwh,11100.0
2014-08-12T00:00:00,340016,Electricity,3434444,2014-07-14T00:00:00,2,kw,36.0
2014-09-25T00:00:00,350001,Electricity,104409,2014-08-27T00:00:00,1,kwh,5600.0
2014-08-24T00:00:00,350002,Electricity,25583,2014-07-24T00:00:00,1,kwh,17.0
2013-05-11T00:00:00,350003,Electricity,2819661,2013-04-10T00:00:00,1,kwh,7920.0
2013-05-11T00:00:00,350003,Electricity,2819661,2013-04-10T00:00:00,2,kw,47.0
2013-05-09T00:00:00,350003,Natural Gas,614366,2013-04-10T00:00:00,3,therm,1968.0
2014-07-23T00:00:00,350004,Electricity,3565913,2014-06-23T00:00:00,1,kwh,19520.0
2014-07-23T00:00:00,350004,Electricity,3565913,2014-06-23T00:00:00,2,kw,62.0
2014-07-23T00:00:00,350004,Natural Gas,20293093,2014-06-25T00:00:00,3,therm,71.0
2013-04-23T00:00:00,350005,Electricity,3565913,2013-03-24T00:00:00,1,kwh,17440.0
2013-04-23T00:00:00,350005,Electricity,3565913,2013-03-24T00:00:00,2,kw,43.0
2013-04-23T00:00:00,350005,Natural Gas,20293093,2013-03-23T00:00:00,3,therm,2035.0
2014-07-09T00:00:00,350006,Electricity,3626054,2014-06-09T00:00:00,1,kwh,2560.0
2014-07-09T00:00:00,350006,Electricity,3626054,2014-06-09T00:00:00,2,kw,13.0
2014-08-24T00:00:00,360001,Electricity,51072,2014-07-24T00:00:00,1,kwh,43.0
2013-03-24T00:00:00,360002,Electricity,3565913,2013-02-23T00:00:00,1,kwh,23680.0
2013-03-24T00:00:00,360002,Electricity,3565913,2013-02-23T00:00:00,2,kw,54.0
2013-03-23T00:00:00,360002,Natural Gas,20293093,2013-02-21T00:00:00,3,therm,3175.0
2013-03-24T00:00:00,360003,Electricity,3625839,2013-02-23T00:00:00,1,kwh,6560.0
